geoid,zone,epsg
14000US42011010904,18T,32618
14000US42011012104,18T,32618
14000US42075003300,18T,32618
14000US42011011101,18T,32618
14000US42075000300,18T,32618
14000US42011001100,18T,32618
14000US42011001500,18T,32618
14000US42011001000,18T,32618
14000US42011001400,18T,32618
14000US42011010903,18T,32618
14000US42011000900,18T,32618
14000US42011012300,18T,32618
14000US42075000402,18T,32618
14000US42075000401,18T,32618
14000US42011000700,18T,32618
14000US42043022501,18T,32618
14000US42011000800,18T,32618
14000US42011010500,18T,32618
14000US42011000200,18T,32618
14000US42011000400,18T,32618
14000US42075002400,18T,32618
14000US42011010600,18T,32618
14000US42011000300,18T,32618
14000US42011000500,18T,32618
14000US42011000600,18T,32618
14000US42075002701,18T,32618
14000US42043024600,18T,32618
14000US42075002702,18T,32618
14000US42075002900,18T,32618
14000US42011012900,18T,32618
14000US42011012600,18T,32618
14000US42075002800,18T,32618
14000US42011012800,18T,32618
14000US42011012700,18T,32618
14000US42043024502,18T,32618
14000US42011012400,18T,32618
14000US42011010304,18T,32618
14000US42075002300,18T,32618
14000US42011012500,18T,32618
14000US34025807004,18T,32618
14000US34025810502,18T,32618
14000US34025806504,18T,32618
14000US34025806600,18T,32618
14000US34025810501,18T,32618
14000US34025806503,18T,32618
14000US34025810503,18T,32618
14000US34025804800,18T,32618
14000US34025812400,18T,32618
14000US34021004405,18T,32618
14000US34025810900,18T,32618
14000US34025806502,18T,32618
14000US34025806300,18T,32618
14000US34025810200,18T,32618
14000US34025810800,18T,32618
14000US34025811000,18T,32618
14000US34025806400,18T,32618
14000US34021004404,18T,32618
14000US34025809903,18T,32618
14000US34025806501,18T,32618
14000US34025810700,18T,32618
14000US34021004403,18T,32618
14000US34025810402,18T,32618
14000US34025806100,18T,32618
14000US34025810401,18T,32618
14000US34025805100,18T,32618
14000US34025806201,18T,32618
14000US34025806000,18T,32618
14000US34025806202,18T,32618
14000US34025810102,18T,32618
14000US34025805900,18T,32618
14000US34025810300,18T,32618
14000US34025804700,18T,32618
14000US34025809704,18T,32618
14000US34025805001,18T,32618
14000US34025810004,18T,32618
14000US34025804600,18T,32618
14000US34025805800,18T,32618
14000US34025809902,18T,32618
14000US34025805700,18T,32618
14000US34025810101,18T,32618
14000US34025812200,18T,32618
14000US34023008202,18T,32618
14000US34023008700,18T,32618
14000US34025805600,18T,32618
14000US34025809701,18T,32618
14000US34025809901,18T,32618
14000US34025805500,18T,32618
14000US34023008205,18T,32618
14000US34025810003,18T,32618
14000US34023008204,18T,32618
14000US34025805300,18T,32618
14000US34025805400,18T,32618
14000US34025804500,18T,32618
14000US34025809703,18T,32618
14000US34025810001,18T,32618
14000US34025812300,18T,32618
14000US34025810002,18T,32618
14000US34023008207,18T,32618
14000US34023008206,18T,32618
14000US34025804100,18T,32618
14000US34025804200,18T,32618
14000US34025809600,18T,32618
14000US34025803500,18T,32618
14000US34025803400,18T,32618
14000US34025801500,18T,32618
14000US34025801300,18T,32618
14000US34023008300,18T,32618
14000US34025809502,18T,32618
14000US42091200901,18T,32618
14000US42091200606,18T,32618
14000US42091208903,18T,32618
14000US34021003601,18T,32618
14000US42091200908,18T,32618
14000US42091200607,18T,32618
14000US42017105208,18T,32618
14000US42091209202,18T,32618
14000US34021002903,18T,32618
14000US34021002904,18T,32618
14000US42017105207,18T,32618
14000US42091208906,18T,32618
14000US42017105508,18T,32618
14000US42091209000,18T,32618
14000US42017104901,18T,32618
14000US42091207001,18T,32618
14000US42017101805,18T,32618
14000US42091206904,18T,32618
14000US34021003602,18T,32618
14000US42091206600,18T,32618
14000US42091208901,18T,32618
14000US42091208703,18T,32618
14000US42091209201,18T,32618
14000US34021003500,18T,32618
14000US42091200704,18T,32618
14000US42017101802,18T,32618
14000US42091200603,18T,32618
14000US42091208905,18T,32618
14000US42091208702,18T,32618
14000US34021003705,18T,32618
14000US34021004407,18T,32618
14000US34021003202,18T,32618
14000US34021004306,18T,32618
14000US34021003201,18T,32618
14000US42017105100,18T,32618
14000US42091200708,18T,32618
14000US42091200703,18T,32618
14000US34021003703,18T,32618
14000US34021003706,18T,32618
14000US42091207004,18T,32618
14000US42017102004,18T,32618
14000US42091200800,18T,32618
14000US34021003704,18T,32618
14000US42091208500,18T,32618
14000US42091209100,18T,32618
14000US42017104603,18T,32618
14000US34021004304,18T,32618
14000US42091207003,18T,32618
14000US34021004406,18T,32618
14000US42017104601,18T,32618
14000US42091200707,18T,32618
14000US42017101900,18T,32618
14000US42017102003,18T,32618
14000US42091208302,18T,32618
14000US42091207500,18T,32618
14000US42017105400,18T,32618
14000US42017104800,18T,32618
14000US42091207101,18T,32618
14000US42017104502,18T,32618
14000US42091207104,18T,32618
14000US34021004307,18T,32618
14000US34021003301,18T,32618
14000US42091208204,18T,32618
14000US42091207201,18T,32618
14000US42017104702,18T,32618
14000US42091208400,18T,32618
14000US34021004301,18T,32618
14000US42017104703,18T,32618
14000US34021003302,18T,32618
14000US42091207202,18T,32618
14000US42071012301,18T,32618
14000US42043023700,18T,32618
14000US42043023800,18T,32618
14000US42071012502,18T,32618
14000US42043023602,18T,32618
14000US42071012601,18T,32618
14000US42043023900,18T,32618
14000US42043023500,18T,32618
14000US42043024002,18T,32618
14000US42071010202,18T,32618
14000US42029301402,18T,32618
14000US42043023400,18T,32618
14000US42011011902,18T,32618
14000US42011011702,18T,32618
14000US42043022900,18T,32618
14000US42011011701,18T,32618
14000US42071010102,18T,32618
14000US42071012501,18T,32618
14000US42043023601,18T,32618
14000US42043023300,18T,32618
14000US42071010201,18T,32618
14000US42043024104,18T,32618
14000US42075004000,18T,32618
14000US42043022800,18T,32618
14000US42043024105,18T,32618
14000US42043023000,18T,32618
14000US42011011800,18T,32618
14000US42071010101,18T,32618
14000US42043023100,18T,32618
14000US42075004100,18T,32618
14000US42043022701,18T,32618
14000US42043024400,18T,32618
14000US42043024102,18T,32618
14000US42075004200,18T,32618
14000US42043022702,18T,32618
14000US42011011904,18T,32618
14000US42043022606,18T,32618
14000US42011010801,18T,32618
14000US42043024300,18T,32618
14000US42043022100,18T,32618
14000US42011011602,18T,32618
14000US42011012001,18T,32618
14000US42011011603,18T,32618
14000US42043022605,18T,32618
14000US42011011500,18T,32618
14000US42075003700,18T,32618
14000US42043022300,18T,32618
14000US42043022604,18T,32618
14000US42043024503,18T,32618
14000US42075003100,18T,32618
14000US42043024200,18T,32618
14000US42011011601,18T,32618
14000US42011011400,18T,32618
14000US42011011903,18T,32618
14000US42011010802,18T,32618
14000US42043024101,18T,32618
14000US42011012002,18T,32618
14000US42075003200,18T,32618
14000US42075003902,18T,32618
14000US42011011300,18T,32618
14000US42043022403,18T,32618
14000US42043022601,18T,32618
14000US42011002900,18T,32618
14000US42011010700,18T,32618
14000US42075003901,18T,32618
14000US42075003500,18T,32618
14000US42011012105,18T,32618
14000US42011013000,18T,32618
14000US42075003400,18T,32618
14000US42011010905,18T,32618
14000US34021003002,18T,32618
14000US42017101609,18T,32618
14000US34021000700,18T,32618
14000US42091201003,18T,32618
14000US42017105013,18T,32618
14000US42091201005,18T,32618
14000US34021000600,18T,32618
14000US42091200505,18T,32618
14000US42091206501,18T,32618
14000US34021004309,18T,32618
14000US42017105010,18T,32618
14000US42017105507,18T,32618
14000US42091208603,18T,32618
14000US34021000900,18T,32618
14000US34021002100,18T,32618
14000US42017105202,18T,32618
14000US42017101610,18T,32618
14000US34021001101,18T,32618
14000US42017101808,18T,32618
14000US34021003008,18T,32618
14000US34021002200,18T,32618
14000US42017105506,18T,32618
14000US42017105505,18T,32618
14000US42091206906,18T,32618
14000US34021002000,18T,32618
14000US34021001600,18T,32618
14000US34021002800,18T,32618
14000US42091206702,18T,32618
14000US34021001500,18T,32618
14000US34021001102,18T,32618
14000US42017105008,18T,32618
14000US42017105300,18T,32618
14000US34021003007,18T,32618
14000US42091201004,18T,32618
14000US42091200605,18T,32618
14000US42017105003,18T,32618
14000US42029301401,18T,32618
14000US42091200903,18T,32618
14000US34021001402,18T,32618
14000US34021001900,18T,32618
14000US34021001700,18T,32618
14000US34021001200,18T,32618
14000US42091206905,18T,32618
14000US42091200906,18T,32618
14000US42091206703,18T,32618
14000US34021001401,18T,32618
14000US42091200602,18T,32618
14000US42017105509,18T,32618
14000US34021004310,18T,32618
14000US42091208802,18T,32618
14000US34021003006,18T,32618
14000US34021001800,18T,32618
14000US34021001300,18T,32618
14000US42017101807,18T,32618
14000US42091208704,18T,32618
14000US42017105600,18T,32618
14000US34021003400,18T,32618
14000US42017101803,18T,32618
14000US34021002902,18T,32618
14000US42091208801,18T,32618
14000US42091206901,18T,32618
14000US42091206502,18T,32618
14000US42091200907,18T,32618
14000US42017105203,18T,32618
14000US42091200902,18T,32618
14000US42017105206,18T,32618
14000US42091208904,18T,32618
14000US42017104902,18T,32618
14000US42091208601,18T,32618
14000US34021003100,18T,32618
14000US42091200507,18T,32618
14000US34021003001,18T,32618
14000US42091200301,18T,32618
14000US42091201409,18T,32618
14000US42017105805,18T,32618
14000US42091203204,18T,32618
14000US42029311000,18T,32618
14000US42017101504,18T,32618
14000US42091210700,18T,32618
14000US34021002500,18T,32618
14000US42029301500,18T,32618
14000US42091200305,18T,32618
14000US42029301100,18T,32618
14000US42017105810,18T,32618
14000US42017100807,18T,32618
14000US34025812000,18T,32618
14000US42091206802,18T,32618
14000US42017105809,18T,32618
14000US42017101607,18T,32618
14000US42091206202,18T,32618
14000US42017105006,18T,32618
14000US42091200502,18T,32618
14000US42017105808,18T,32618
14000US42091200402,18T,32618
14000US42091206106,18T,32618
14000US42017101506,18T,32618
14000US42091201203,18T,32618
14000US42091206105,18T,32618
14000US42091206300,18T,32618
14000US42091206201,18T,32618
14000US42017105004,18T,32618
14000US34021003003,18T,32618
14000US42017101605,18T,32618
14000US42017105801,18T,32618
14000US42091206801,18T,32618
14000US34021000100,18T,32618
14000US42091201201,18T,32618
14000US42017105012,18T,32618
14000US42091200506,18T,32618
14000US34021003004,18T,32618
14000US42017101603,18T,32618
14000US42017105011,18T,32618
14000US34021002602,18T,32618
14000US42091200501,18T,32618
14000US42091206400,18T,32618
14000US42017106200,18T,32618
14000US42017105009,18T,32618
14000US42091201006,18T,32618
14000US34021000200,18T,32618
14000US42029301300,18T,32618
14000US42091206704,18T,32618
14000US34021000300,18T,32618
14000US42017100808,18T,32618
14000US42017105511,18T,32618
14000US42017100809,18T,32618
14000US42017105702,18T,32618
14000US34021000400,18T,32618
14000US34021002601,18T,32618
14000US34021002400,18T,32618
14000US42017101611,18T,32618
14000US42017105510,18T,32618
14000US42091208604,18T,32618
14000US34021000800,18T,32618
14000US34021001000,18T,32618
14000US34021002701,18T,32618
14000US42017105704,18T,32618
14000US42091201100,18T,32618
14000US34021002702,18T,32618
14000US34021000500,18T,32618
14000US34021003009,18T,32618
14000US34025811402,18T,32618
14000US34025811401,18T,32618
14000US34025808900,18T,32618
14000US34025809100,18T,32618
14000US34025809000,18T,32618
14000US34025808500,18T,32618
14000US34025808402,18T,32618
14000US34025811301,18T,32618
14000US34025808401,18T,32618
14000US34025808300,18T,32618
14000US34025808001,18T,32618
14000US34025810600,18T,32618
14000US34025811600,18T,32618
14000US34025808100,18T,32618
14000US34025812502,18T,32618
14000US34025808600,18T,32618
14000US34025808200,18T,32618
14000US34025808002,18T,32618
14000US34025807500,18T,32618
14000US34025807400,18T,32618
14000US34025807700,18T,32618
14000US34025807200,18T,32618
14000US34025807600,18T,32618
14000US34025807300,18T,32618
14000US34025807800,18T,32618
14000US34025811102,18T,32618
14000US34025812501,18T,32618
14000US34025807003,18T,32618
14000US34025807900,18T,32618
14000US34025811101,18T,32618
14000US34025807100,18T,32618
14000US42017100211,18T,32618
14000US42091200308,18T,32618
14000US34005701700,18T,32618
14000US42017101405,18T,32618
14000US42091200307,18T,32618
14000US42091200103,18T,32618
14000US42091201302,18T,32618
14000US42017105812,18T,32618
14000US42017100408,18T,32618
14000US42091203205,18T,32618
14000US42017101100,18T,32618
14000US42091201408,18T,32618
14000US42017100804,18T,32618
14000US42091206004,18T,32618
14000US42091201301,18T,32618
14000US42017101503,18T,32618
14000US42091203203,18T,32618
14000US34005981802,18T,32618
14000US42091201410,18T,32618
14000US42017101404,18T,32618
14000US42091203302,18T,32618
14000US42017101403,18T,32618
14000US42017105811,18T,32618
14000US42017100900,18T,32618
14000US42017100406,18T,32618
14000US42017100407,18T,32618
14000US34005701502,18T,32618
14000US42091201204,18T,32618
14000US42017100803,18T,32618
14000US42091200306,18T,32618
14000US42091206104,18T,32618
14000US42017101505,18T,32618
14000US42017106100,18T,32618
14000US42091200401,18T,32618
14000US42017105807,18T,32618
14000US42071010702,18T,32618
14000US42071012001,18T,32618
14000US42071012002,18T,32618
14000US42071012402,18T,32618
14000US42071010701,18T,32618
14000US42071010400,18T,32618
14000US42071012104,18T,32618
14000US42011011703,18T,32618
14000US42071012103,18T,32618
14000US42071012200,18T,32618
14000US42071012403,18T,32618
14000US42071012302,18T,32618
14000US42071012404,18T,32618
14000US42029301600,18T,32618
14000US42133020220,18T,32618
14000US36055008000,18T,32618
14000US36055004900,18T,32618
14000US36055008301,18T,32618
14000US36055002200,18T,32618
14000US36055005100,18T,32618
14000US36055004800,18T,32618
14000US36055008200,18T,32618
14000US36055007900,18T,32618
14000US36055011501,18T,32618
14000US36055002100,18T,32618
14000US36055004602,18T,32618
14000US36055004702,18T,32618
14000US36055002000,18T,32618
14000US36055008100,18T,32618
14000US36055011000,18T,32618
14000US36055010901,18T,32618
14000US36055010902,18T,32618
14000US36055014104,18T,32618
14000US36055001800,18T,32618
14000US36055014102,18T,32618
14000US36055001900,18T,32618
14000US36055010400,18T,32618
14000US36117020900,18T,32618
14000US36055010602,18T,32618
14000US36055010601,18T,32618
14000US36055011207,18T,32618
14000US36055011208,18T,32618
14000US36055014103,18T,32618
14000US36055010800,18T,32618
14000US36055013902,18T,32618
14000US36055014004,18T,32618
14000US36055014003,18T,32618
14000US36055013505,18T,32618
14000US36055010300,18T,32618
14000US36117020102,18T,32618
14000US36117020402,18T,32618
14000US36055011201,18T,32618
14000US36055011400,18T,32618
14000US36055013901,18T,32618
14000US36055010500,18T,32618
14000US36055011205,18T,32618
14000US36055008600,18T,32618
14000US36055010700,18T,32618
14000US36055013800,18T,32618
14000US36055004701,18T,32618
14000US36055013506,18T,32618
14000US36055014001,18T,32618
14000US36055980100,18T,32618
14000US36055010200,18T,32618
14000US36055011203,18T,32618
14000US36055011302,18T,32618
14000US36055013601,18T,32618
14000US36055013604,18T,32618
14000US36055013701,18T,32618
14000US36055013702,18T,32618
14000US36055010100,18T,32618
14000US36055011301,18T,32618
14000US36117021501,18T,32618
14000US36117020800,18T,32618
14000US36117020101,18T,32618
14000US36055013507,18T,32618
14000US36055008500,18T,32618
14000US36055013508,18T,32618
14000US36117020401,18T,32618
14000US36055013603,18T,32618
14000US36055013401,18T,32618
14000US36055013503,18T,32618
14000US36055013402,18T,32618
14000US36117990100,18T,32618
14000US36055014501,18T,32618
14000US36055014905,18T,32618
14000US36055014906,18T,32618
14000US36055014804,18T,32618
14000US36055003600,18T,32618
14000US36055006600,18T,32618
14000US36055014400,18T,32618
14000US36055003400,18T,32618
14000US36055003700,18T,32618
14000US36055006700,18T,32618
14000US36055011605,18T,32618
14000US36055003300,18T,32618
14000US36055007802,18T,32618
14000US36055006200,18T,32618
14000US36055011604,18T,32618
14000US36055006500,18T,32618
14000US36055006400,18T,32618
14000US36055006300,18T,32618
14000US36055003000,18T,32618
14000US36055003200,18T,32618
14000US36055003100,18T,32618
14000US36055012500,18T,32618
14000US36055007801,18T,32618
14000US36055007500,18T,32618
14000US36055002700,18T,32618
14000US36055008702,18T,32618
14000US36055009500,18T,32618
14000US36055007700,18T,32618
14000US36055002900,18T,32618
14000US36055009601,18T,32618
14000US36055014202,18T,32618
14000US36055011505,18T,32618
14000US36055009302,18T,32618
14000US36055009602,18T,32618
14000US36055014204,18T,32618
14000US36055001000,18T,32618
14000US36055014302,18T,32618
14000US36055007600,18T,32618
14000US36055009400,18T,32618
14000US36055009604,18T,32618
14000US36055005900,18T,32618
14000US36055009603,18T,32618
14000US36117020500,18T,32618
14000US36055011504,18T,32618
14000US36055000200,18T,32618
14000US36117020202,18T,32618
14000US36117020201,18T,32618
14000US36055009301,18T,32618
14000US36055004100,18T,32618
14000US36055006100,18T,32618
14000US36055005700,18T,32618
14000US36055006000,18T,32618
14000US36055008701,18T,32618
14000US36055005800,18T,32618
14000US36055004000,18T,32618
14000US36055005600,18T,32618
14000US36055011503,18T,32618
14000US36055009200,18T,32618
14000US36055005500,18T,32618
14000US36055001300,18T,32618
14000US36055001500,18T,32618
14000US36055011100,18T,32618
14000US36055014203,18T,32618
14000US36055014301,18T,32618
14000US36055008800,18T,32618
14000US36055005400,18T,32618
14000US36055000700,18T,32618
14000US36055005300,18T,32618
14000US36055002300,18T,32618
14000US36055002400,18T,32618
14000US36055005000,18T,32618
14000US36055005200,18T,32618
14000US36055008400,18T,32618
14000US36055003900,18T,32618
14000US36069051100,18T,32618
14000US36069050800,18T,32618
14000US36051030600,18T,32618
14000US36069050500,18T,32618
14000US36069051200,18T,32618
14000US36069050900,18T,32618
14000US36069050602,18T,32618
14000US36099950600,18T,32618
14000US36099950500,18T,32618
14000US36069050400,18T,32618
14000US36069050202,18T,32618
14000US36055012401,18T,32618
14000US36069050302,18T,32618
14000US36055013300,18T,32618
14000US36055012402,18T,32618
14000US36069050102,18T,32618
14000US36069050201,18T,32618
14000US36069050301,18T,32618
14000US36069050101,18T,32618
14000US36055013206,18T,32618
14000US36117021200,18T,32618
14000US36117021100,18T,32618
14000US36055013204,18T,32618
14000US36055012305,18T,32618
14000US36055011708,18T,32618
14000US36117020700,18T,32618
14000US36055013205,18T,32618
14000US36055013203,18T,32618
14000US36055012306,18T,32618
14000US36055011706,18T,32618
14000US36055011705,18T,32618
14000US36117021400,18T,32618
14000US36055012304,18T,32618
14000US36117020301,18T,32618
14000US36117020302,18T,32618
14000US36055014602,18T,32618
14000US36055011707,18T,32618
14000US36055013104,18T,32618
14000US36055013103,18T,32618
14000US36055013101,18T,32618
14000US36117020600,18T,32618
14000US36117021800,18T,32618
14000US36055012202,18T,32618
14000US36117021000,18T,32618
14000US36055011902,18T,32618
14000US36055012301,18T,32618
14000US36055011800,18T,32618
14000US36055011703,18T,32618
14000US36055013001,18T,32618
14000US36055013002,18T,32618
14000US36055012100,18T,32618
14000US36055012201,18T,32618
14000US36055011901,18T,32618
14000US36055012000,18T,32618
14000US36055980000,18T,32618
14000US36055014504,18T,32618
14000US36055014503,18T,32618
14000US36055012900,18T,32618
14000US36055003805,18T,32618
14000US36055012700,18T,32618
14000US36055012600,18T,32618
14000US36055003802,18T,32618
14000US36055007000,18T,32618
14000US36055007100,18T,32618
14000US36055011603,18T,32618
14000US36055012800,18T,32618
14000US36055006800,18T,32618
14000US36055011601,18T,32618
14000US36055003500,18T,32618
14000US36055006900,18T,32618
14000US36051030300,18T,32618
14000US42027981202,18T,32618
14000US42027011100,18T,32618
14000US42087960900,18T,32618
14000US42087960800,18T,32618
14000US42087960700,18T,32618
14000US42067070100,18T,32618
14000US42087961100,18T,32618
14000US42087961000,18T,32618
14000US42067070400,18T,32618
14000US42087960200,18T,32618
14000US42087961200,18T,32618
14000US42109070600,18T,32618
14000US42109070400,18T,32618
14000US42087960100,18T,32618
14000US42109070500,18T,32618
14000US42109980705,18T,32618
14000US42109070300,18T,32618
14000US42109070701,18T,32618
14000US42109070200,18T,32618
14000US42027010900,18T,32618
14000US42109070100,18T,32618
14000US42119090400,18T,32618
14000US42027011000,18T,32618
14000US42027010800,18T,32618
14000US42119090300,18T,32618
14000US42119090600,18T,32618
14000US42119090200,18T,32618
14000US42119980800,18T,32618
14000US42119090502,18T,32618
14000US42027010700,18T,32618
14000US42119090700,18T,32618
14000US42119980501,18T,32618
14000US42097080300,18T,32618
14000US42035030800,18T,32618
14000US42035030900,18T,32618
14000US42119090102,18T,32618
14000US42097080200,18T,32618
14000US42035030500,18T,32618
14000US42119980101,18T,32618
14000US42035030600,18T,32618
14000US42035030700,18T,32618
14000US42081011800,18T,32618
14000US42081011700,18T,32618
14000US42035030400,18T,32618
14000US42081011400,18T,32618
14000US42081011900,18T,32618
14000US42081011601,18T,32618
14000US42081000900,18T,32618
14000US42081011602,18T,32618
14000US42081011301,18T,32618
14000US42081000800,18T,32618
14000US42081001000,18T,32618
14000US42081000300,18T,32618
14000US42081000400,18T,32618
14000US42081000600,18T,32618
14000US42081000500,18T,32618
14000US42081011000,18T,32618
14000US42081011100,18T,32618
14000US42081000200,18T,32618
14000US42081010900,18T,32618
14000US42081000100,18T,32618
14000US42081011302,18T,32618
14000US42035030300,18T,32618
14000US42081011200,18T,32618
14000US42081010300,18T,32618
14000US42081010400,18T,32618
14000US42081010200,18T,32618
14000US42081010500,18T,32618
14000US42081010100,18T,32618
14000US42041012100,18T,32618
14000US42041012300,18T,32618
14000US42041011500,18T,32618
14000US42133020100,18T,32618
14000US42041012000,18T,32618
14000US42041981001,18T,32618
14000US42041011400,18T,32618
14000US42041011102,18T,32618
14000US42041011200,18T,32618
14000US42041011802,18T,32618
14000US42041010900,18T,32618
14000US42041011902,18T,32618
14000US42041011002,18T,32618
14000US42041010800,18T,32618
14000US42041013000,18T,32618
14000US42041010700,18T,32618
14000US42041011305,18T,32618
14000US42041011304,18T,32618
14000US42041010500,18T,32618
14000US42041011901,18T,32618
14000US42041010600,18T,32618
14000US42043021400,18T,32618
14000US42041010400,18T,32618
14000US42041011803,18T,32618
14000US42041011801,18T,32618
14000US42041011302,18T,32618
14000US42043020100,18T,32618
14000US42041010204,18T,32618
14000US42043021300,18T,32618
14000US42043021500,18T,32618
14000US42041011303,18T,32618
14000US42041010203,18T,32618
14000US42043021700,18T,32618
14000US42041010300,18T,32618
14000US42043020400,18T,32618
14000US42043021200,18T,32618
14000US42043020500,18T,32618
14000US42043020300,18T,32618
14000US42043021600,18T,32618
14000US42043020600,18T,32618
14000US42043022200,18T,32618
14000US42043020800,18T,32618
14000US42043020700,18T,32618
14000US42043022000,18T,32618
14000US42041011301,18T,32618
14000US42043020900,18T,32618
14000US42043021100,18T,32618
14000US42043021903,18T,32618
14000US42041010201,18T,32618
14000US42041010100,18T,32618
14000US42099030602,18T,32618
14000US42043021800,18T,32618
14000US42043021904,18T,32618
14000US42099030400,18T,32618
14000US42043021901,18T,32618
14000US42099030501,18T,32618
14000US42099030502,18T,32618
14000US42099030601,18T,32618
14000US42099030301,18T,32618
14000US42067070201,18T,32618
14000US42099030302,18T,32618
14000US42099030202,18T,32618
14000US42099030201,18T,32618
14000US42067070202,18T,32618
14000US42043025400,18T,32618
14000US42099030100,18T,32618
14000US42043025300,18T,32618
14000US42067070300,18T,32618
14000US42087960600,18T,32618
14000US42041981606,18T,32618
14000US42041012502,18T,32618
14000US42041011605,18T,32618
14000US42041012900,18T,32618
14000US42041011602,18T,32618
14000US42133020221,18T,32618
14000US42041012400,18T,32618
14000US42041011601,18T,32618
14000US42041011101,18T,32618
14000US42041012200,18T,32618
14000US25019950400,19T,32619
14000US25019950200,19T,32619
14000US25019950100,19T,32619
14000US25019950307,19T,32619
14000US25019950500,19T,32619
14000US25019990000,19T,32619
14000US25007990000,19T,32619
14000US25007200400,19T,32619
14000US25007200300,19T,32619
14000US25007200200,19T,32619
14000US25007200100,19T,32619
14000US44005040800,19T,32619
14000US44005040700,19T,32619
14000US44005990000,19T,32619
14000US44005040400,19T,32619
14000US44005041400,19T,32619
14000US44005040302,19T,32619
14000US25005990000,19T,32619
14000US25005646104,19T,32619
14000US44005040304,19T,32619
14000US44005040303,19T,32619
14000US25001014900,19T,32619
14000US25005653304,19T,32619
14000US25001014800,19T,32619
14000US25001014700,19T,32619
14000US44005040102,19T,32619
14000US25001015200,19T,32619
14000US25001014600,19T,32619
14000US44005041702,19T,32619
14000US25001014500,19T,32619
14000US25005653301,19T,32619
14000US25005646103,19T,32619
14000US25005652800,19T,32619
14000US25005985500,19T,32619
14000US25005655400,19T,32619
14000US25001014402,19T,32619
14000US25005653204,19T,32619
14000US25001015100,19T,32619
14000US25005652700,19T,32619
14000US25005652400,19T,32619
14000US25005652500,19T,32619
14000US25005652300,19T,32619
14000US25005652600,19T,32619
14000US25001010700,19T,32619
14000US25005653203,19T,32619
14000US23019031300,19T,32619
14000US23029955700,19T,32619
14000US23029955900,19T,32619
14000US23019008001,19T,32619
14000US23019007100,19T,32619
14000US23007970601,19T,32619
14000US23019014000,19T,32619
14000US23019007200,19T,32619
14000US23025966300,19T,32619
14000US23025965700,19T,32619
14000US23007970101,19T,32619
14000US23025966200,19T,32619
14000US23025965600,19T,32619
14000US23019015500,19T,32619
14000US23029955600,19T,32619
14000US23019031200,19T,32619
14000US23019015000,19T,32619
14000US23019020500,19T,32619
14000US33007950100,19T,32619
14000US23019021500,19T,32619
14000US23029955300,19T,32619
14000US23021960500,19T,32619
14000US23019022500,19T,32619
14000US23029955500,19T,32619
14000US23021960600,19T,32619
14000US23029955400,19T,32619
14000US23021960700,19T,32619
14000US23029955100,19T,32619
14000US23021960800,19T,32619
14000US23019024500,19T,32619
14000US23019940000,19T,32619
14000US23019028000,19T,32619
14000US23021960400,19T,32619
14000US23019028500,19T,32619
14000US23007970102,19T,32619
14000US23019027000,19T,32619
14000US23021960900,19T,32619
14000US23019025500,19T,32619
14000US23021960301,19T,32619
14000US23019026500,19T,32619
14000US23019031000,19T,32619
14000US23019030000,19T,32619
14000US23025965301,19T,32619
14000US23025965302,19T,32619
14000US23003952900,19T,32619
14000US23019029000,19T,32619
14000US23021960302,19T,32619
14000US23003952700,19T,32619
14000US23003952600,19T,32619
14000US23003952500,19T,32619
14000US23003952400,19T,32619
14000US23003952300,19T,32619
14000US23003952100,19T,32619
14000US23003950900,19T,32619
14000US23003952000,19T,32619
14000US23003951100,19T,32619
14000US23003951900,19T,32619
14000US23003951800,19T,32619
14000US23003951700,19T,32619
14000US23003951400,19T,32619
14000US23003951000,19T,32619
14000US23003951300,19T,32619
14000US23003951200,19T,32619
14000US23003951600,19T,32619
14000US23003950700,19T,32619
14000US23003950100,19T,32619
14000US23003950200,19T,32619
14000US23003950600,19T,32619
14000US23003950400,19T,32619
14000US23003950300,19T,32619
14000US23029956500,19T,32619
14000US23009965503,19T,32619
14000US23011024200,19T,32619
14000US23009965700,19T,32619
14000US23011024102,19T,32619
14000US23027047000,19T,32619
14000US23011020500,19T,32619
14000US23011023001,19T,32619
14000US23011025000,19T,32619
14000US23017965600,19T,32619
14000US23029990000,19T,32619
14000US23011024101,19T,32619
14000US23009965400,19T,32619
14000US23029956400,19T,32619
14000US23009965504,19T,32619
14000US23011022000,19T,32619
14000US23007971100,19T,32619
14000US23029956300,19T,32619
14000US23007971300,19T,32619
14000US23025966800,19T,32619
14000US23009965300,19T,32619
14000US23027046002,19T,32619
14000US23027041000,19T,32619
14000US23017965400,19T,32619
14000US23011021000,19T,32619
14000US23007971200,19T,32619
14000US23025967000,19T,32619
14000US23029956100,19T,32619
14000US23009965200,19T,32619
14000US33007950300,19T,32619
14000US23019012000,19T,32619
14000US23019003000,19T,32619
14000US23029956200,19T,32619
14000US23025966900,19T,32619
14000US23019002000,19T,32619
14000US23025966700,19T,32619
14000US23019012500,19T,32619
14000US23029955800,19T,32619
14000US23007971000,19T,32619
14000US23019004200,19T,32619
14000US23025966000,19T,32619
14000US23007970602,19T,32619
14000US23019004100,19T,32619
14000US23019009000,19T,32619
14000US23025966600,19T,32619
14000US23019004300,19T,32619
14000US23019000600,19T,32619
14000US23019011000,19T,32619
14000US23019000700,19T,32619
14000US23019000200,19T,32619
14000US23025965800,19T,32619
14000US23019000500,19T,32619
14000US23025966100,19T,32619
